,EP,STA,COMP,fq,fq_prob,width,S,S_r1,S_r2,S_r,N_T,R,R_r1,R_r2,R_r,N_R,cp,cl,H,H_r1,H_r2,H_r,N_H,V,V_r1,V_r2,V_r,N_V,N_L
442,EP3,NAN5,HHN,1.2173403873,1.3226728316,0.0284325854,-132.878486985,-142.0627586044,-125.0857716715,16.9769869329,1525,0.3346693387,0.2024048096,0.4589178357,0.2565130261,259.0,0.1698360656,,,,,,,,,,,,
443,EP3,NAN5,HHN,1.2829724256000001,1.4059472908,0.0086595171,-130.2804042992,-137.3848480194,-124.2689519206,13.1158960988,587,0.5891783567000001,0.3346693387,0.8617234469,0.5270541082,78.0,0.132879046,0.2371794872,141.7635270541,124.4488977956,145.7314629259,21.2825651303,19.0,2.3446893788,0.0,6.4929859719,6.4929859719,18.0,18.5
444,EP3,NAN5,HHN,1.3376657908,1.5862312313,0.0431841894,-130.6085452078,-139.6093908895,-122.4259582244,17.1834326651,2506,0.7695390782,0.6432865731,0.8877755511000001,0.24448897800000002,1130.0,0.45091779730000003,0.6871681416000001,146.0921843687,133.4669338677,155.4709418838,22.0040080161,850.0,3.0661322645,0.0,7.9358717435,7.9358717435,703.0,776.5
445,EP3,NAN5,HHN,1.4032978291,1.3622502142,0.013169861500000001,-131.9015027125,-137.974238088,-126.5492613645,11.4249767235,850,0.8216432866000001,0.7274549098,0.9138276553,0.18637274550000002,165.0,0.1941176471,0.8060606061000001,145.0100200401,132.0240480962,155.4709418838,23.4468937876,163.0,3.6072144289,0.0,12.9859719439,12.9859719439,103.0,133.0
446,EP3,NAN5,HHN,1.465283643,1.3062168876,0.0179405724,-133.8782156904,-139.6521492387,-129.1406291893,10.5115200494,795,,,,,,,,,,,,,,,,,,
447,EP3,NAN5,HHN,1.527269457,1.0921049645,0.0083165355,-135.7241281574,-141.0904013532,-131.1651703982,9.925230955,462,,,,,,,,,,,,,,,,,,
448,EP3,NAN5,HHN,1.5965477196,0.7217844633,0.0081996862,-137.9692842717,-142.6161110062,-133.4527423989,9.1633686073,306,0.8416833667,0.7615230461,0.9218436874,0.1603206413,96.0,0.3137254902,0.8489583333,22.004008016,13.7074148297,32.4649298597,18.75751503,92.0,25.250501002,17.49498998,27.4148296593,9.9198396793,71.0,81.5
449,EP3,NAN5,HHN,1.7132268988,0.4765259982,0.013491205400000001,-139.2212212511,-145.7347171455,-134.3680282318,11.3666889137,201,0.6733466934,0.5751503006,0.7715430862,0.1963927856,21.0,0.1044776119,,,,,,,,,,,,
450,EP3,NAN5,HHN,1.7533353666,0.41933585300000004,0.0064254711,-139.428040988,-144.8666761318,-134.5813661319,10.2853099999,181,,,,,,,,,,,,,,,,,,
451,EP3,NAN5,HHN,1.9538777058,0.5065512922000001,0.019511992500000002,-139.6789369755,-144.7557808794,-135.4209388626,9.3348420168,368,0.3987975952,0.1763527054,0.6913827655,0.5150300601,10.0,0.027173913,,,,,,,,,,,,
452,EP3,NAN5,HHN,2.1507738207,0.4260669694,0.035186619,-140.0998727191,-147.2755639453,-135.6524390945,11.6231248508,497,,,,,,,,,,,,,,,,,,
453,EP3,NAN5,HHN,2.6758301270000002,0.3705789349,0.05,-139.4012515999,-145.381850126,-134.5468696793,10.8349804467,713,,,,,,,,,,,,,,,,,,
454,EP3,NAN5,HHE,1.0767701295,1.4574187661,0.016124969200000002,-134.3583956854,-143.8019626136,-126.3035885996,17.498374014,826,0.8096192385000001,0.6893787575,0.9178356713,0.22845691380000002,17.0,0.020581113800000002,0.6764705882000001,134.1883767535,126.6132264529,142.4849699399,15.871743487,15.0,11.9038076152,0.5410821643,18.5771543086,18.0360721443,8.0,11.5
455,EP3,NAN5,HHE,1.1358624249,1.4156827733,0.014607839400000001,-133.185919561,-142.7091560593,-125.0231454196,17.6860106397,776,0.1703406814,0.0781563126,0.2805611222,0.2024048096,16.0,0.020618556700000002,,,,,,,,,,,,
456,EP3,NAN5,HHE,1.2185916385,1.7677483088,0.0157618248,-129.5862276616,-136.7939599597,-123.9429643895,12.8509955702,996,0.3226452906,0.20440881760000001,0.45090180360000004,0.24649298600000003,193.0,0.1937751004,,,,,,,,,,,,
457,EP3,NAN5,HHE,1.2776839339000001,1.5992971888,0.0148549301,-128.457893964,-138.7430509823,-120.0673711333,18.675679849,896,0.5230460922,0.2344689379,0.8597194389,0.625250501,136.0,0.1517857143,0.19485294120000002,133.1062124248,123.3667334669,145.370741483,22.0040080161,29.0,1.623246493,0.0,4.5090180361000005,4.5090180361000005,24.0,26.5
458,EP3,NAN5,HHE,1.3485946884,2.1016230401,0.024479509,-126.7361635502,-133.8161504283,-120.9434470137,12.8727034146,1747,0.7735470942,0.6553106212,0.8837675351000001,0.2284569139,971.0,0.5558099599,0.7306900103,146.8136272545,134.9098196393,156.1923847695,21.2825651302,774.0,3.0661322645,0.0,8.296593186399999,8.296593186399999,645.0,709.5
459,EP3,NAN5,HHE,1.4195054429,1.340115363,0.0162134437,-131.6031560993,-141.2783214172,-123.2717637423,18.0065576749,962,0.8276553106000001,0.7374749499000001,0.9198396794,0.18236472950000002,83.0,0.0862785863,0.8012048193,143.9278557114,128.7775551102,154.3887775551,25.6112224449,82.0,3.7875751503,0.0,12.9859719439,12.9859719439,51.0,66.5
460,EP3,NAN5,HHE,1.5219320883,1.0942511097,0.0110158011,-133.9498929347,-139.6474616867,-129.3145827635,10.3328789232,412,,,,,,,,,,,,,,,,,,
461,EP3,NAN5,HHE,1.5849638701000002,1.4510079218,0.05,-133.395104026,-142.8415699426,-125.2981332404,17.5434367022,2444,0.8356713427,0.7494989980000001,0.9178356713,0.16833667330000002,557.0,0.2279050736,0.8590664273,22.004008016,14.0681362725,31.3827655311,17.3146292586,535.0,22.9058116232,18.0360721443,28.3166332665,10.2805611222,422.0,478.5
462,EP3,NAN5,HHE,1.616479761,1.4358732068,0.008543319300000001,-133.2619227407,-142.913036614,-124.9512413499,17.9617952641,527,0.8336673347,0.74749499,0.9178356713,0.17034068130000002,227.0,0.43074003800000005,0.8612334802,21.6432865731,13.3466933868,30.6613226453,17.3146292585,215.0,23.0861723447,18.2164328657,28.8577154309,10.641282565200001,176.0,195.5
463,EP3,NAN5,HHE,1.8725463745000002,0.5765612657,0.0225325446,-136.0885841507,-146.037989798,-130.9362133691,15.1017764289,473,0.49899799600000005,0.3226452906,0.6553106212,0.33266533060000003,86.0,0.1818181818,,,,,,,,,,,,
